,@id,measurementSpecificCharacteristics,measurementEquipmentTypeUsed.value.@lang,measurementEquipmentTypeUsed.value.#text,measurementSiteLocation.@xsi$type,measurementSiteLocation.tpeglinearLocation.tpegDirection,measurementSiteLocation.tpeglinearLocation.tpegLocationType,measurementSiteLocation.tpeglinearLocation.to.@xsi$type,toLatitude,toLongitude,toDescription,measurementSiteLocation.tpeglinearLocation.to.name.tpegDescriptorType,measurementSiteLocation.tpeglinearLocation.from.@xsi$type,fromLatitude,fromLongitude,fromDescription,measurementSiteLocation.tpeglinearLocation.from.name.tpegDescriptorType
605,GA0301_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86772176227174,-4.271452560658437,Woodlands Rd n/b exit towards Lynedoch St,other,TPEGNonJunctionPoint,55.867698205592745,-4.271754872355245,Woodlands Rd n/b exit towards Lynedoch St,other
606,GA0301_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86859136135907,-4.273517317222294,Woodlands Rd southbound towards St. Georges Rd,other,TPEGNonJunctionPoint,55.868574458288634,-4.272972876238067,Woodlands Rd southbound towards St. Georges Rd,other
607,GA5371_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86314029620999,-4.237000415439342,Cathedral St,other,TPEGNonJunctionPoint,55.8630392155634,-4.237122455183735,Cathedral St,other
608,GA5371_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86401203541582,-4.237002596556166,Castle St. southbound outside lane,other,TPEGNonJunctionPoint,55.86349363226202,-4.23684493422616,Castle St. southbound outside lane,other
609,GA0301_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.870462248447126,-4.268079997790708,St. Georges Road inbound from Maryhill Road,other,TPEGNonJunctionPoint,55.86947439080603,-4.269013415741928,St. Georges Road inbound from Maryhill Road,other
610,GA5371_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86401203541582,-4.237002596556166,Castle St. southbound inside lane,other,TPEGNonJunctionPoint,55.86349421279903,-4.236813004256239,Castle St. southbound inside lane,other
611,GA0301_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86772176227174,-4.271452560658437,M8 Westbound Off Ramp,other,TPEGNonJunctionPoint,55.86684354533362,-4.2718008567368795,M8 Westbound Off Ramp,other
612,GA5371_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86314029620999,-4.237000415439342,Castle St. northbound to Cathedral Street,other,TPEGNonJunctionPoint,55.86247998608794,-4.236738710494965,Castle St. northbound to Cathedral Street,other
613,GJ025A_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82016283016515,-4.2502729750640285,Aikenhead Road northbound to Ardmay Cres,other,TPEGNonJunctionPoint,55.82041217121338,-4.250399122552469,Aikenhead Road northbound to Ardmay Cres,other
614,GA5371_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86314029620999,-4.237000415439342,Cathedral St.,other,TPEGNonJunctionPoint,55.863028182478146,-4.237729117192991,Cathedral St.,other
615,GK015A_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.846415821975725,-4.261023702817237,Eglinton Street southbound to Gourock Street,other,TPEGNonJunctionPoint,55.846141791144014,-4.261263381060465,Eglinton Street southbound to Gourock Street,other
616,GC242A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88872133163287,-4.379636987834195,Dumbarton Road outbound to Hawick St,other,TPEGNonJunctionPoint,55.888833726994996,-4.380331555603812,Dumbarton Road outbound to Hawick St,other
617,GC242A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.89126161174318,-4.387229614931209,Glasgow Road southbound to Hawick St.,other,TPEGNonJunctionPoint,55.89122478260522,-4.386811516063275,Glasgow Road southbound to Hawick St.,other
618,GA5701_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.854652939873155,-4.240634856680875,Charlotte St.,other,TPEGNonJunctionPoint,55.85405170356464,-4.24058426302681,Charlotte St.,other
619,GJ0251_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82640363492185,-4.246641817951074,Aikenhead Road southbound to Ardmay Cres,other,TPEGNonJunctionPoint,55.826250134339695,-4.2466808651077255,Aikenhead Road southbound to Ardmay Cres,other
620,GA5701_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8552784568482,-4.241325982830524,London Road w/b to Moir,other,TPEGNonJunctionPoint,55.855031434654144,-4.24107208254901,London Road w/b to Moir,other
621,GA5701_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.854652939873155,-4.240634856680875,London Road w/b to Charlotte St.,other,TPEGNonJunctionPoint,55.85426549730688,-4.239701809631506,London Road w/b to Charlotte St.,other
622,GD1001_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874063740953446,-4.295354688845881,Byres Road southbound,other,TPEGNonJunctionPoint,55.87478722751214,-4.294150443204336,Byres Road southbound,other
623,GD1001_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874063740953446,-4.295354688845881,Highburgh Road,other,TPEGNonJunctionPoint,55.8742736193271,-4.296629998721927,Highburgh Road,other
624,GD1001_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874063740953446,-4.295354688845881,University Avenue,other,TPEGNonJunctionPoint,55.87357102993738,-4.293822917490491,University Avenue,other
625,GI0251_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83806956683952,-4.231327608671311,Shawfield Drive s/b to Shawfield Road,other,TPEGNonJunctionPoint,55.84011680238116,-4.228458150741884,Shawfield Drive s/b to Shawfield Road,other
626,GD1001_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87219866100885,-4.297530532910193,Byres Road southbound left filter into Church St,other,TPEGNonJunctionPoint,55.87239881854857,-4.296918920183497,Byres Road southbound left filter into Church St,other
627,GG0351_Z,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86247580567433,-4.204104879670823,Cumbernauld to Edinburgh,other,TPEGNonJunctionPoint,55.8625382547383,-4.20362898309378,Cumbernauld to Edinburgh,other
628,GC012A_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86080825201232,-4.280797166728842,Finnieston Street Northbound to West Greenhill Pl,other,TPEGNonJunctionPoint,55.86083972337627,-4.2810387230995355,Finnieston Street Northbound to West Greenhill Pl,other
629,GD1431_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Crow Rd southbound,other,TPEGNonJunctionPoint,0,0,Crow Rd southbound,other
630,GJ3351_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81849086854625,-4.255683756017223,Manse Brae eastbound,other,TPEGNonJunctionPoint,55.817850686262446,-4.254816623673204,Manse Brae eastbound,other
631,GI0251_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83807883440382,-4.231312168489504,Shawfield Drive southbound,other,TPEGNonJunctionPoint,55.84011680238116,-4.228458150741884,Shawfield Drive southbound,other
632,GD1431_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88368793243936,-4.326064624857545,Southbrae Drive Northbound,other,TPEGNonJunctionPoint,55.88340329128788,-4.326383387392607,Southbrae Drive Northbound,other
633,GJ3351_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81849086854625,-4.255683756017223,Carmunnock Rd northbound,other,TPEGNonJunctionPoint,55.817850686262446,-4.254816623673204,Carmunnock Rd northbound,other
634,GH025A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85501551869743,-4.223127678534548,Gallowgate east to Whitevale St,other,TPEGNonJunctionPoint,55.85495988275703,-4.222725047464426,Gallowgate east to Whitevale St,other
635,GH025A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.854293782200436,-4.214809937159854,Gallowgate west to Whitevale St,other,TPEGNonJunctionPoint,55.8541873289021,-4.215730589212412,Gallowgate west to Whitevale St,other
636,GI0251_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83807883440382,-4.231312168489504,Rutherglen Road w/b,other,TPEGNonJunctionPoint,55.83727192695954,-4.229221661096009,Rutherglen Road w/b,other
637,GB1101_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85039222549792,-4.253953484836531,Gorbals Street northbound,other,TPEGNonJunctionPoint,55.85040383535716,-4.253810369852116,Gorbals Street northbound,other
638,GJ3351_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82105417976632,-4.25607160697339,Carmunnock Rd southbound to Manse Brae,other,TPEGNonJunctionPoint,55.820575221270644,-4.255724593301769,Carmunnock Rd southbound to Manse Brae,other
639,GB1101_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.851641793066776,-4.252955398146887,Ballater Street westbound,other,TPEGNonJunctionPoint,55.85147429775186,-4.251795373003276,Ballater Street westbound,other
640,GJ3351_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81929977405216,-4.250286990737608,Menock Road w/b to Carmunnock Rd,other,TPEGNonJunctionPoint,55.81919335446937,-4.2511907677743475,Menock Road w/b to Carmunnock Rd,other
641,GB1101_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85229517829143,-4.256044855503098,Norfolk Street eastbound,other,TPEGNonJunctionPoint,55.85239305726846,-4.2560984608210015,Norfolk Street eastbound,other
642,GJ3351_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81849086854625,-4.255683756017223,Menock Rd eastbound,other,TPEGNonJunctionPoint,55.81863120470836,-4.256362339593715,Menock Rd eastbound,other
643,GD0971_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874063740953446,-4.295354688845881,Byres Road southbound to Church St,other,TPEGNonJunctionPoint,55.87383240733948,-4.295229131077176,Byres Road southbound to Church St,other
644,GD0971_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87054393290359,-4.299990352159061,Byres Road northbound to Church St,other,TPEGNonJunctionPoint,52.18546604068261,-4.104492309933771,Byres Road northbound to Church St,other
645,GD0971_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87219866100885,-4.297530532910193,Church St,other,TPEGNonJunctionPoint,55.871495390603954,-4.2971692818309455,Church St,other
646,GG0351_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862710878463425,-4.199004209582977,Cumbernauld Rd eastbound Left Turn,other,TPEGNonJunctionPoint,55.86249623162412,-4.199950944298692,Cumbernauld Rd eastbound Left Turn,other
647,GG0351_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862710878463425,-4.199004209582977,Edinburgh Road reduction loop,other,TPEGNonJunctionPoint,55.86244908221744,-4.199069317924606,Edinburgh Road reduction loop,other
648,GG0351_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862710878463425,-4.199004209582977,Cumbernauld Road,other,TPEGNonJunctionPoint,55.86303139491065,-4.198670736687007,Cumbernauld Road,other
649,GG0351_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862710878463425,-4.199004209582977,Edinburgh Road westbound,other,TPEGNonJunctionPoint,55.86222293174097,-4.1981456183215125,Edinburgh Road westbound,other
650,GA4721_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85544548450444,-4.2499000269930995,Stockwell Street Northbound,other,TPEGNonJunctionPoint,55.85600211779087,-4.249932209625752,Stockwell Street Northbound,other
651,GJ0161_Q,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82882562897267,-4.244434282351651,Prospecthill Road W/B outside lane to Aikenhead Rd,other,TPEGNonJunctionPoint,55.82864369056721,-4.245046528263573,Prospecthill Road W/B outside lane to Aikenhead Rd,other
652,GJ0161_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82882562897267,-4.244434282351651,Prospecthill Road W/B inside lanes to Aikenhead Rd,other,TPEGNonJunctionPoint,55.82861675648922,-4.245044975986607,Prospecthill Road W/B inside lanes to Aikenhead Rd,other
653,GA4721_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85741063079249,-4.249086854965875,Stockwell Street Southbound,other,TPEGNonJunctionPoint,55.85735267711808,-4.249307214129634,Stockwell Street Southbound,other
654,GA4721_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85655911434916,-4.249453090322844,Osborne Street East Arm,other,TPEGNonJunctionPoint,55.85617173990172,-4.248519911070388,Osborne Street East Arm,other
655,GJ0161_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828587567541454,-4.2471350209492575,Prospecthill Road eastbound to Asda Link,other,TPEGNonJunctionPoint,55.82853457390984,-4.247084061864989,Prospecthill Road eastbound to Asda Link,other
656,GJ0161_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82909494165667,-4.247403803764283,Asda Link Road outside lane,other,TPEGNonJunctionPoint,55.829101354660324,-4.247052886591583,Asda Link Road outside lane,other
657,GJ0161_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82909494165667,-4.247403803764283,Asda Link Road inside lane,other,TPEGNonJunctionPoint,55.829137266712024,-4.247054958182369,Asda Link Road inside lane,other
658,GI1571_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80543644040565,-4.231310759702479,Castlemilk Dr southbound,other,TPEGNonJunctionPoint,55.80580860890381,-4.232098042596065,Castlemilk Dr southbound,other
659,GI1571_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80543644040565,-4.231310759702479,Castlemilk Dr northbound,other,TPEGNonJunctionPoint,55.80500432306122,-4.230855173345577,Castlemilk Dr northbound,other
660,GI1571_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80543644040565,-4.231310759702479,Dougrie Rd eastbound,other,TPEGNonJunctionPoint,55.80506371697608,-4.232534128812308,Dougrie Rd eastbound,other
661,GD0451_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.880612456886276,-4.297452132876691,Horselethill Road,other,TPEGNonJunctionPoint,55.87998107180539,-4.298054370231711,Horselethill Road,other
662,GD0451_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.880612456886276,-4.297452132876691,Kirklee Road,other,TPEGNonJunctionPoint,55.88091017635168,-4.29691010878463,Kirklee Road,other
663,GK1801_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83412220966017,-4.287682124098193,Shawmoss Rd westbound exit,other,TPEGNonJunctionPoint,55.83428024790118,-4.287883045986589,Shawmoss Rd westbound exit,other
664,GD0451_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87777179017829,-4.2897700247368356,GWR to Kirklee Road.,other,TPEGNonJunctionPoint,55.878115143327186,-4.290637604140634,GWR to Kirklee Road.,other
665,GK1801_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83412220966017,-4.287682124098193,Titwood Rd westbound exit,other,TPEGNonJunctionPoint,55.833874171511674,-4.287970979118797,Titwood Rd westbound exit,other
666,GD0451_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88266887119662,-4.30331400930559,Great Western Road to Kirklee Road,other,TPEGNonJunctionPoint,55.88243096052709,-4.303060067155716,Great Western Road to Kirklee Road,other
667,GK1801_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83412220966017,-4.287682124098193,Titwood Rd eastbound exit,other,TPEGNonJunctionPoint,55.834302579057905,-4.287165712536515,Titwood Rd eastbound exit,other
668,GA2421_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85522407540066,-4.252667456543986,Clyde Street westbound to Maxwell St,other,TPEGNonJunctionPoint,55.855123271955016,-4.252773469527152,Clyde Street westbound to Maxwell St,other
669,GH335A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84116817560765,-4.215532724464075,Dalmarnock Road eastbound to Summerfield St,other,TPEGNonJunctionPoint,55.841041550018375,-4.215078293057689,Dalmarnock Road eastbound to Summerfield St,other
670,GK4571_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82798057912349,-4.363406381759553,Crookston Rd northbound,other,TPEGNonJunctionPoint,55.82827928177894,-4.363296763004321,Crookston Rd northbound,other
671,GH335A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.838817486281165,-4.210815172545751,Dalmarnock Road westbound to Summerfield St,other,TPEGNonJunctionPoint,55.83881375755194,-4.211022589524935,Dalmarnock Road westbound to Summerfield St,other
672,GB0551_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85461683171955,-4.2583364889388,Bridge Street to Kingston Street,other,TPEGNonJunctionPoint,55.854620640903555,-4.258128994483621,Bridge Street to Kingston Street,other
673,GK4571_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82178379990761,-4.363158202626017,Crookston Rd southbound,other,TPEGNonJunctionPoint,55.8221398263518,-4.363339448788653,Crookston Rd southbound,other
674,GB0121_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85265712001058,-4.266179480594826,Paterson Street southbound,other,TPEGNonJunctionPoint,55.853433626388764,-4.26598503134104,Paterson Street southbound,other
675,GC4101_Y,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,"Stobcross Road, Westbound Inside to Congress Way",other,TPEGNonJunctionPoint,0,0,"Stobcross Road, Westbound Inside to Congress Way",other
